Radius,Perimeter,Area,Texture,Compactness,Concavity,Symmetry,Fractal Dimension,Coastline Approximation,GreyScale Value,Diagnosis
-0.077383203,0.212063368,-1.178663327,-2.145139551,-2.375242207,-0.333757652,-1.058321335,-0.418346758,-1.601058763,0.077694207,1
1.661459916,0.106573572,0.291598516,1.128081856,0.658227392,0.764505144,-1.315312903,0.339376605,-1.309032145,-0.726691952,-1
-1.119363671,-0.756504246,-0.599641589,-0.87312836,0.760700963,1.584493488,-0.02407277,-1.059153756,-1.057392186,0.118790531,-1
-0.21614987,0.110021283,-1.115024339,0.560632991,-0.078142641,-0.550783127,0.539744221,0.368962324,-0.009153235,-0.529275544,-1
-0.110427171,-0.442972308,0.35334143,1.416144689,-1.930544171,0.297446767,0.212202713,-0.482623647,0.459336918,-1.640489847,-1
-1.289565278,1.386850345,1.295279842,-0.562530526,-0.453178345,1.123242486,2.212926367,-0.150406233,0.067798076,-0.576555411,1
1.535772138,0.310273766,-0.024427551,1.558058023,-1.251822655,0.167985929,-1.052741553,-0.915415194,1.932893438,-0.319804913,1
-0.959222024,0.261630962,0.471030693,-0.214191607,0.708762931,0.873787097,1.229131965,0.609278853,0.64684648,-0.583547712,-1
0.028330687,1.306907769,1.546904886,0.27936269,-0.119616437,-2.129985692,-0.276372102,-0.577838059,0.450725594,0.340385799,1
1.81641003,0.33237752,1.078462444,1.361311195,0.700778182,-2.30287896,-0.19641654,0.285259841,-0.674132988,0.294549839,1
-1.551754704,0.327260276,0.904088952,0.574489405,1.017801837,0.739536837,0.906248401,0.33565,1.939080488,-2.329291381,1
-2.02218792,1.779339375,1.3527763,-1.340367994,-0.257919533,1.657925192,-0.455820096,-0.44771354,-0.704084632,-0.612264286,1
2.026762706,-2.381747936,0.925201299,-0.801908201,-0.025855506,-0.522484459,1.80365444,0.053752839,1.365862866,-1.022520023,1
0.914108922,1.174423958,-0.195615432,0.32098554,-1.05484361,0.635301657,0.894066995,1.664334592,-1.612096823,-1.422765249,1
0.963744946,0.228520558,-0.672398414,0.51540497,0.895522466,-0.374750392,-0.140523511,-0.261531194,-0.73659939,1.485606275,-1
-0.416468775,-0.79787667,-1.224859768,0.641493039,-1.191468784,0.229759628,1.193533322,-1.354201076,0.526516133,-0.016886092,-1
-1.51560409,-0.84127483,-2.273672421,-1.227225084,0.626935693,-1.580295046,0.327735236,-1.105283022,0.929484203,-0.655524989,1
-0.042672174,0.748320997,-0.166175274,0.629297567,1.032354345,0.59549344,0.652347132,-0.011431934,1.330649616,-2.422258052,1
0.637585571,-0.117305213,-1.375510016,0.71991041,0.47987785,0.28669998,-1.320043369,-1.413227119,0.699379995,-0.190912773,-1
0.359677967,0.596457752,-2.122636802,-0.025758237,-1.75636026,0.202565879,-0.906586379,0.506183869,0.900443813,-0.264381455,1
0.018745924,1.744248862,1.447945325,-1.663215229,-1.693522915,0.509403808,-0.939934189,0.486989051,-0.890651288,-0.998553997,1
2.064290301,-0.565903391,-0.18817142,0.859916393,0.955346466,0.589613562,1.029474227,-0.235964073,-0.07967462,0.75101681,-1
-0.357363502,-1.375949832,-0.548951179,-0.836995245,-0.12298009,1.13880434,-0.598782938,-0.787174105,-1.428442615,0.680377428,-1
-0.083551774,-0.76813305,-0.083493663,-0.333257493,-2.141054512,0.448312645,-0.99909243,-0.013754043,-0.028012971,0.031885595,-1
1.261058647,1.822402884,0.017812391,-1.489476741,-0.070390924,1.057222351,0.359244176,-0.602595928,0.020009851,0.810009241,1
0.419501718,-0.492161086,0.407115261,-0.706333248,2.186489802,-0.423312586,-0.511842085,0.662390226,-0.559853008,-2.695266377,1
-0.851792212,-0.171541457,-1.241434116,-1.416924819,-0.618426912,0.373637355,0.06305167,1.506069577,-0.693313091,0.851803876,-1
-0.189251619,0.786132581,0.529259104,-0.449664761,1.326659233,-0.139660772,1.559267274,-0.910144871,0.879693219,1.903725175,1
-0.796046998,0.578829039,-0.092365229,0.647966332,-0.348605373,1.504133269,0.245208788,1.582764991,0.815224103,-0.432560444,-1
0.018726953,0.590442398,-0.18810479,0.149132514,-0.564703572,0.19085888,0.922049256,-0.5241777,1.094943282,-0.126139734,-1
-1.13553471,0.06949998,-0.543773149,0.891591581,0.025290962,0.288329362,0.756293905,0.737992851,-0.244069132,-0.699640237,-1
-0.885386578,0.089348812,-0.581156684,0.04555577,-1.521606475,0.29488854,-0.121801601,0.49334971,0.145468463,-0.403847456,-1
-0.460493841,-0.055927079,-1.011517234,0.818402617,-0.305503128,2.355619082,-1.901530466,0.16477739,-0.497028262,-1.917881224,1
1.538305979,0.601896942,-1.401827153,1.296061169,-0.978498668,0.355742122,0.180098385,0.881413308,2.108560237,0.103355032,1
-0.946193549,0.472240069,0.457758391,1.147462433,1.148834041,-0.08681692,-1.585027084,-0.267652066,-0.80755022,1.145592096,-1
0.266822662,0.692049363,-1.409957243,-1.367865757,0.380860969,0.934639077,-1.338507391,0.866490145,-1.552246376,-1.617069076,1
-0.141816614,1.265721741,0.384207263,0.072759632,1.526332499,-1.044961209,0.14805931,-1.244607161,-1.188907289,-0.624634318,-1
0.567931703,-0.156068498,0.421801957,-2.158318315,0.53741227,0.419634274,1.018407536,-1.952915004,0.104699177,1.177356238,1
1.990596829,-0.163034916,-0.580024152,0.581950578,-0.135257126,-0.326903043,1.279370959,-1.026925011,-0.283672497,-0.481157329,-1
-1.742302652,0.986216152,-1.067671472,0.618266916,1.77561869,1.534368085,-0.352154636,-0.741334813,-0.63088852,-0.437982557,1
0.111290491,0.769476759,-0.058217526,-1.279877641,-0.718335348,0.384154099,1.237504014,0.079135198,1.373192985,-0.110063315,-1
-0.15610168,2.055733443,-1.812201194,-0.972042452,1.318410886,-1.158851382,-0.194571072,-1.298232292,-0.463772503,0.229982959,1
1.305811399,0.805173264,0.039813276,-0.42574855,-0.256047197,0.540845626,0.918893775,1.527391315,1.408119938,-0.218043516,-1
-0.750552512,1.970448514,1.839412746,-0.010823542,-1.75793098,0.310781565,-0.01499586,-0.564564879,-0.473986518,1.316344959,1
0.288692481,-0.067741721,-0.717325827,0.720696579,0.913713631,-1.416034078,-1.152560245,-0.74528961,-0.99734204,0.613732955,-1
0.671906029,2.457243915,-0.996707261,1.288666471,1.430249257,0.004379424,-0.672129417,1.410472679,-0.000719886,-1.470461242,1
-2.31764344,-1.112000391,-0.185754863,-2.052339481,1.982925351,-0.541354906,0.634369467,1.68368346,-0.540081633,-1.014153308,1
0.516927318,-0.289462346,-1.506168807,1.05114195,-1.975477397,-0.790577786,-1.094669877,-0.276668764,-0.036431645,-0.066526848,1
-0.045265607,-2.274150861,0.839500337,-2.126097073,1.667594134,-1.276345803,-2.241255768,1.244284078,0.668049192,0.242654865,1
-2.404924641,0.684834279,1.314046116,0.771084757,-0.246654807,0.63862696,0.510656387,-0.872864319,1.582790166,0.544098061,1
-1.242504848,0.544929777,1.267009264,-0.607811456,-0.531254068,-1.101630922,1.221165144,1.352350479,-2.32157496,-0.223847607,1
0.214704583,-0.966098062,-0.801768997,-0.338860813,-0.022103641,-0.426758059,-0.3010889,-1.368985334,0.436148547,1.691368031,-1
-0.645409998,-0.484467629,-0.466297286,-0.270568106,1.649335721,0.1287911,0.978679958,-2.45751212,0.23237163,0.442191446,1
0.061016027,0.470325577,-0.875111436,1.667019662,0.802880757,0.658284531,0.487853561,1.148357101,1.059370388,0.342599605,-1
0.442373557,0.05783712,0.004865156,-2.65831607,0.298592116,1.85209309,-0.078701691,-0.149905187,-0.393555491,0.210969649,1
-0.766634318,0.326408202,-0.946281292,0.478321842,0.349497301,1.722839189,0.251207303,2.129307536,-1.08551411,-0.075188729,1
-0.929346197,-1.441800623,-1.557484399,1.859901521,1.628709817,-0.112847061,-0.222702323,0.914345203,-1.339551306,-0.457342318,1
-1.438794023,-0.037398972,0.164564917,0.784626515,-0.033506484,2.165179036,-1.160912796,0.076735539,0.24810654,0.030648912,-1
1.293325083,1.068541281,-0.714760111,0.400217977,-0.157926607,-0.716769347,-1.561715286,1.830652067,-0.663897099,-1.111067544,1
-0.52130473,0.924354629,-0.100189467,0.237123883,-0.243709315,0.964261631,-0.001086711,0.164778001,-1.070990026,-0.237377119,-1
-0.023768685,-1.034343337,0.552919814,-0.789994922,0.0502359,0.255751988,0.984346723,-0.014375514,-2.108705112,0.05048438,-1
0.750597988,-0.303139172,0.581928729,2.128583001,-1.094872331,0.800596899,2.351605816,0.306041974,0.364321892,-0.117819286,1
0.401371914,-0.205164362,1.098897324,1.068912073,0.05620608,0.777629313,-1.067515924,2.246386083,-0.174827114,0.067365613,1
0.891857199,1.378360976,-0.436379008,0.254826104,-0.64276414,0.61838879,0.685459476,1.239402388,-0.450969915,0.212519468,-1
1.138680028,0.469028569,0.573159524,2.170089073,-0.235257211,-1.259831946,0.658325134,1.586819635,-1.221660426,-0.652171946,1
0.016632124,0.563423439,0.850961509,0.778607023,0.987208377,0.457660846,-0.309284348,-0.632986858,-1.518436819,1.352545485,-1
-0.659049194,-0.147317241,1.201859644,-0.867469412,1.013397285,0.928454729,1.12798195,0.862862026,0.080829107,-0.773144258,-1
-2.443517662,-0.129685404,-1.537963587,0.216943316,1.009336408,-0.679897373,-0.074164538,-1.156514092,-0.619405526,-1.001214059,1
0.365899546,-0.787760828,-0.010627023,-0.033125963,1.128517745,-0.016209568,1.892814224,0.758009911,-0.099988711,1.482733357,-1
0.227639411,1.320016135,-0.307920607,2.360755178,0.74595656,-0.530773915,-0.554372823,-0.49664009,-1.194083142,-0.646095481,1
-0.702821268,0.055345418,-1.653157662,1.632016235,-1.020389463,-0.118364019,1.923800855,-0.335463385,0.348048432,2.409625019,1
0.52972033,-0.719630593,-0.157978995,1.382449034,-0.683733823,1.590266117,-1.856418332,0.370753995,0.175134435,0.627868578,1
-0.114634671,-0.477487108,0.318670904,-0.700728641,-0.177922866,0.085379543,0.668941625,-1.764573415,-1.570954258,-1.289996504,-1
-1.314649409,0.332137473,0.438827324,0.91525446,-1.626560855,-0.596814525,-0.398361545,-0.942705527,0.290769829,-0.283471195,-1
-0.486974265,0.337764041,0.599587935,1.014321149,0.791642466,0.558093155,1.301383464,-1.516438297,0.179274944,-1.731426719,1
-0.515657395,-0.544915135,1.825697368,-2.250309217,0.233135537,0.025740316,0.725563488,-0.07583463,0.618651573,-1.835034666,1
0.645260798,-0.192684759,0.306904898,2.404973972,1.497736822,-0.111988555,0.432333839,-1.340951047,0.817050155,-1.22004246,1
0.759980624,0.525192779,-1.514915479,0.851643759,0.159327172,0.127179936,-1.866220979,0.210383378,-1.077290108,1.159292065,1
-0.003110963,0.725096533,-0.61219992,-0.035263622,-0.568366764,-0.815500564,0.933475889,-0.699722079,0.075699002,1.801117,-1
1.446172527,-1.871045919,-0.72779394,-1.265016629,-0.105262302,-1.915152855,1.179114519,0.648115599,0.418675914,-1.671360311,1
0.512328386,0.073111292,1.008376583,0.952134054,0.76603184,0.015985877,-1.036319881,2.775089041,-0.418466777,-0.771697322,1
1.285169093,0.837884369,-1.266563928,0.148824775,0.120179837,-0.720940191,-0.899938898,0.820745046,-0.333620072,0.448400966,-1
-0.447930707,0.681594471,0.023278135,-0.249203717,-0.509069945,0.021324322,0.763217775,-1.90384528,-0.180306926,3.477373742,1
-0.212971036,-0.099660782,0.266026342,0.333162752,0.829670956,-0.178528046,0.555447045,-1.629074586,0.288543605,2.353602298,1
-0.788456518,0.834702793,0.848127908,-0.373253201,-1.022425328,1.38965172,-0.337206218,1.898152102,1.973851759,1.451885083,1
-0.570123845,-0.738365009,-1.34301912,-0.533474491,0.587306201,0.014131264,0.94086039,-0.24548188,1.091011894,-0.457870474,-1
0.736270671,-0.206768827,0.545579146,0.150879309,1.238205377,-0.320697477,-0.682864845,0.526577168,0.846564556,1.194163845,-1
0.466904372,0.316194503,-0.542297283,-0.66563856,-0.665577433,-0.470175867,0.25193308,-0.706705553,0.858493075,0.583083624,-1
0.948287389,0.394853886,0.802202035,0.274275219,-0.149442794,-0.877939857,-0.192990949,-1.161412069,-2.345004077,0.380794875,1
0.086529536,0.631892921,-0.959214563,0.236500112,-1.425057976,0.9877458,0.430263543,0.305350714,0.481783487,-0.009844373,-1
-0.132043207,-0.643592394,0.411701744,-2.536588174,-1.491555243,1.20825587,-0.656872252,-0.252251146,-0.934072053,-0.215664764,1
1.604956498,0.174138515,0.875730736,0.195195608,0.451211147,-0.219139072,0.197394407,0.41951946,-0.745078312,-0.022871004,-1
-1.47814128,0.258381151,-1.927875813,0.873057347,1.276460931,-1.048305821,0.935083647,0.23716015,0.132539567,1.63631942,1
0.118850264,0.507410551,1.235556399,-1.046898864,-1.962707653,-0.455682212,-1.199599557,-0.901076592,0.868043057,-1.24758847,1
0.274136401,0.245480121,-0.641974546,0.04459165,-0.335970646,0.409777694,0.26572597,-0.6287593,-0.272457167,0.631606287,-1
0.025957336,-0.163264036,-0.499403377,-0.10065488,0.212477154,-1.33452249,-0.201349886,-1.505031499,0.706530973,0.597373069,-1
-0.169590175,0.264132818,-0.92659094,-0.135667022,-1.124706832,-0.892065896,-1.510884266,-0.065229354,1.16329373,0.923606855,-1
-1.483219355,-0.839832189,-0.391882929,0.920652188,-0.523501488,-1.357993661,0.642136104,-0.098068381,-0.610457332,0.319761042,-1
0.582581636,0.935679847,1.258487065,-0.482455803,-0.277411647,1.352666737,-0.039161736,-1.235830658,1.597400472,-1.941984984,1
-2.062938105,-0.400782346,0.104682339,0.995029063,0.598443019,-0.750475637,-1.582903445,-0.88508257,0.857453927,-0.847701202,1
0.267552229,1.364848813,-0.204788067,-0.554033017,-1.42804922,-0.636938161,0.044253992,-0.497140245,-1.550620479,0.358392461,-1
2.044514625,-0.144555595,-0.834761811,-1.25427005,0.573175014,1.173449757,-0.321067081,-1.530309345,-0.256905376,0.002455602,1
2.026171744,0.185441945,-1.481033785,-1.257504234,1.994418266,0.712941262,0.707259124,0.482628905,1.67776316,0.229292667,1
0.192587325,0.086984901,-1.099586083,-1.291444527,0.436192813,0.791285569,0.133974637,-0.848472018,1.082340353,0.633202085,-1
0.386105817,-0.10670757,-1.455491586,-0.067241713,-0.367993785,1.754457029,-0.550368137,0.317688421,1.38213019,0.734143195,-1
-1.568833138,1.170189527,-0.154122691,1.719680587,0.163937471,-0.458909433,0.736892218,1.248081835,1.564177737,-0.159665179,1
-0.26402858,0.564734751,-1.310800725,-1.349403185,-0.081609235,-0.095901291,-1.2062259,1.158721213,-0.643524574,1.199474139,-1
-0.868378184,-0.537014361,-1.301059097,-1.279475581,0.215956591,0.622678447,0.866016526,-0.768112995,0.532929622,-0.003720442,-1
0.051879554,-0.658842124,1.08512496,0.023202417,-0.545576698,0.096432763,-1.188451096,-1.195789454,-0.433867892,1.930389233,-1
0.405038725,-0.272501531,-1.157896475,0.095667785,0.271364851,-0.500380673,0.342140963,0.411975755,0.222134978,1.603125055,-1
-1.28182206,-0.98458023,0.952927961,-2.527534131,-1.207487581,-0.062020795,-0.478466205,-1.608801413,-0.55748918,-1.782664675,1
0.184844572,1.05038485,0.227125897,-1.811696542,-1.288240715,-1.139709573,1.10728869,-1.258132422,-0.18213442,-1.017743359,1
-1.003693004,0.826882723,0.727197496,0.515312858,0.424929931,1.180800291,-1.136413041,-0.202679773,0.417519184,0.105220993,-1
-0.451963553,-0.858850483,-0.280183057,0.561450533,0.085380063,1.288655328,1.887079144,-0.838281269,-0.742037721,0.380815542,-1
0.066384126,0.228804362,1.10266729,0.562025194,1.245066775,1.580116806,0.306788231,-1.014593264,-0.030667343,-1.515096949,-1
1.575273016,0.045709676,-0.847469849,-1.075816777,-0.564379934,1.089516393,-0.06067907,2.493457321,-0.464439413,-1.320797017,1
2.792196936,-1.095983528,0.728312989,-0.341311788,-2.074430055,0.409390525,0.517971934,1.054076221,-0.734210037,0.992211099,1
-1.120058792,0.988755188,-0.857657298,-1.264235428,0.222119374,-0.039277785,0.047979368,-0.398672047,1.114981538,0.423729565,-1
-1.929414419,0.960479834,-0.490297915,-1.30724438,1.959754418,0.70048008,2.012433871,0.883468193,-0.751692261,-1.129227685,1
-1.052713824,1.045178634,3.085322544,-0.88214445,-0.813859583,-1.425136817,-0.667869338,1.330319469,-0.417099645,0.250675911,1
0.426691134,0.343107067,0.906977274,0.380913945,1.071350733,0.07353158,0.820774954,0.066462149,-0.186624702,1.623073327,-1
-0.663736459,-0.684074925,-1.061638993,-0.269539362,1.924288705,0.076983987,-1.439450181,1.002042222,0.488775059,-1.230862708,1
-0.249007034,-0.533688598,0.942612966,-0.721786871,0.243963543,0.133714632,1.226448884,0.373133271,1.787114181,-1.415791582,-1
-0.504223954,0.753176381,1.184902539,-0.039005926,-1.429579262,-1.235219472,-0.414728901,0.601449102,-1.925367111,0.463585071,1
0.608782044,-0.348770387,0.482603868,-0.278582778,-1.316023149,-0.420899832,0.464576102,0.796839405,1.667814981,0.300253784,-1
-0.140947671,1.548418432,1.19146309,-0.430212112,-0.545311089,0.877019017,0.456561779,0.256660458,-0.753779003,-1.948023901,1
-0.272060199,0.135087554,0.785130968,-1.166469529,0.060573407,0.609304116,0.166199843,0.648735059,-0.745115874,0.376169826,-1
-0.149652173,0.393649068,1.193538971,-0.135882116,-0.708478125,0.087820181,0.88691054,1.22401122,0.660462114,-1.106452289,-1
2.558618032,0.29605338,0.793813508,-1.357695948,-0.37437606,-0.862642763,-2.093629715,1.39023673,-2.836887428,-0.553723082,1
-0.377528393,0.397061867,0.486164335,0.634234944,-0.4057211,0.037384289,-1.205464644,0.201053435,0.08316262,-0.530526335,-1
-1.130745792,-1.839696973,-0.032705051,-2.463899639,0.356599925,-1.41136752,-0.77043495,-0.337349466,-0.391299127,-0.127973269,1
-0.094925076,0.414773879,-1.224890496,-0.959274465,-0.513303238,0.367205172,-0.179944292,-0.020211058,-0.178457475,-1.047677801,-1
0.482489223,1.940979917,-2.174518372,0.249340325,1.054056114,1.134747227,-0.777767143,-0.955207373,2.057350757,0.093245939,1
0.468342733,-1.977354274,-0.648232562,2.226410557,0.640552464,-0.340610737,-1.049853691,-0.433088767,0.057948724,-0.723424129,1
0.322799916,-0.135233401,1.222353911,0.213169653,-0.094761357,1.731189492,1.188799525,-0.952354184,-0.134331635,-0.477282058,-1
-0.250138445,-0.305991404,0.565819753,1.233886931,0.385650938,1.053708923,1.649212135,1.730018227,-0.168327021,0.441417675,-1
0.509714288,0.374184875,0.980352368,-1.14521567,0.349504806,1.774349177,-0.051999965,0.570192945,0.62030859,1.147406048,-1
0.198855685,0.409040462,-0.610656922,-0.315156821,-0.696053352,0.357426105,-2.056486986,0.464739441,0.860456322,1.346572331,-1
0.386551159,0.110642325,-1.71749414,-0.666768085,0.846314521,-1.885940039,-0.167733587,-0.336919899,-0.377983621,-0.50084787,-1
-0.397830859,-0.236478323,0.520097099,-0.437693404,-0.106810193,-0.669357188,0.261131865,-0.369487067,-1.246797495,0.222818776,-1
-0.459411006,-0.252082652,1.955716315,0.185968939,-1.419147079,-1.148502799,0.82198482,-0.696622519,-0.119638822,-0.454676166,-1
-1.277278632,0.563746363,1.203484712,-0.263605089,0.731897305,2.556742687,-1.116089438,-0.28976593,0.510289049,0.333734744,1
-0.224219237,0.338704742,-0.714374114,1.257859484,-1.035057463,-1.080062289,0.547722475,-0.218864195,1.049662931,0.665860666,-1
-0.763971492,0.635852079,-1.075453428,-1.27106567,-1.211562615,-0.596421083,0.951731817,-0.723369506,-0.804277966,1.690678894,1
-1.032376689,-0.019655589,-0.501240784,0.243623562,-0.153976303,-0.87501413,-1.274225521,-0.102756698,0.233900815,0.568046528,-1
0.452484647,-0.990320592,0.766277902,0.037153412,-2.246481612,0.099026418,-0.642877632,-1.092148127,0.234899324,0.118258738,-1
